Probe Set Name,Stat Pairs,Stat Pairs Used,Avg Diff,Detection,Detection p-value,Stat Common Pairs,Signal Log Ratio,Signal Log Ratio Low,Avg Diff,Change,Change p-value,Positive,Negative,Pairs,Pairs Used,Pairs InAvg,Pos Fraction,Log Avg,Pos/Neg,Avg Diff,Abs Call,Inc,Dec,Inc Ratio,Dec Ratio,Pos Change,Neg Change,Inc/Dec,DPos-DNeg Ratio,Log Avg Ratio Change,Diff Call,Avg Diff Change,B=A,Fold Change,Sort Score
265422_at,11,11,11.9,A,0.601074,11,-0.4,-1.7,11.9,NC,0.263341,,,,,,,,,,,,,,,,,,,,,,,,
265423_at,11,11,202.3,A,0.19458,11,-1.3,-2.5,202.3,D,0.999948,,,,,,,,,,,,,,,,,,,,,,,,
265424_at,11,11,1084.3,P,0.000244,11,2,1,1084.3,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265425_at,11,11,215.8,P,0.023926,11,0,-0.6,215.8,NC,0.681091,,,,,,,,,,,,,,,,,,,,,,,,
265426_at,11,11,888.5,P,0.00415,11,-1.6,-1.9,888.5,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265427_at,11,11,596.1,P,0.000244,11,-0.9,-1.1,596.1,D,0.99997,,,,,,,,,,,,,,,,,,,,,,,,
265428_at,11,11,388.1,A,0.095215,11,2.2,1.4,388.1,I,0.001486,,,,,,,,,,,,,,,,,,,,,,,,
265429_at,11,11,42.6,A,0.246094,11,-0.7,-2.2,42.6,NC,0.296089,,,,,,,,,,,,,,,,,,,,,,,,
265430_at,11,11,114.2,A,0.398926,11,-0.1,-0.9,114.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265431_at,11,11,143.9,P,0.001953,11,-0.3,-1.1,143.9,NC,0.242585,,,,,,,,,,,,,,,,,,,,,,,,
265432_at,11,11,44.1,A,0.466064,11,-1.1,-2.2,44.1,NC,0.984574,,,,,,,,,,,,,,,,,,,,,,,,
265433_at,11,11,117.8,P,0.018555,11,2.3,0.6,117.8,I,0.000088,,,,,,,,,,,,,,,,,,,,,,,,
265434_at,11,11,16.5,A,0.303711,11,-0.7,-2.8,16.5,NC,0.596188,,,,,,,,,,,,,,,,,,,,,,,,
265435_s_at,11,11,7.7,A,0.753906,11,0.3,-0.5,7.7,NC,0.252851,,,,,,,,,,,,,,,,,,,,,,,,
265436_at,11,11,3.7,A,0.80542,11,-2.3,-3.6,3.7,NC,0.930187,,,,,,,,,,,,,,,,,,,,,,,,
265437_at,11,11,38.3,A,0.466064,11,-0.7,-1.7,38.3,NC,0.51942,,,,,,,,,,,,,,,,,,,,,,,,
265438_at,11,11,4.2,A,0.919434,11,-0.3,-1.3,4.2,NC,0.861614,,,,,,,,,,,,,,,,,,,,,,,,
265439_at,11,11,54.6,A,0.366211,11,-0.3,-1.6,54.6,NC,0.274048,,,,,,,,,,,,,,,,,,,,,,,,
265440_at,11,11,1658.4,P,0.000732,11,2.5,1.9,1658.4,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265441_at,11,11,106.8,A,0.067627,11,-1.1,-1.8,106.8,D,0.997247,,,,,,,,,,,,,,,,,,,,,,,,
265442_at,11,11,839.8,P,0.000244,11,1.7,1.5,839.8,I,0.000023,,,,,,,,,,,,,,,,,,,,,,,,
265443_at,11,11,64.7,A,0.19458,11,-1.7,-2.8,64.7,NC,0.854318,,,,,,,,,,,,,,,,,,,,,,,,
265415_at,11,11,1445.2,P,0.000244,11,-1.2,-1.7,1445.2,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265384_at,11,11,1085.1,P,0.000244,11,0.5,0,1085.1,NC,0.018128,,,,,,,,,,,,,,,,,,,,,,,,
265385_at,11,11,1652.7,P,0.000244,11,1.7,1.3,1652.7,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265386_at,11,11,321.1,P,0.000244,11,-1.7,-2.4,321.1,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265387_at,11,11,2296.4,P,0.000732,11,0,-0.4,2296.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265388_s_at,11,11,1879.1,P,0.000244,11,-0.1,-0.3,1879.1,NC,0.757415,,,,,,,,,,,,,,,,,,,,,,,,
265389_at,11,11,200.8,P,0.00293,11,0.2,-0.7,200.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265390_at,11,11,2052.6,P,0.000244,11,-1.2,-1.6,2052.6,D,0.999853,,,,,,,,,,,,,,,,,,,,,,,,
265391_at,11,11,374.9,P,0.000732,11,0.1,-0.6,374.9,NC,0.284967,,,,,,,,,,,,,,,,,,,,,,,,
265392_at,11,11,1286.8,P,0.000244,11,-1.2,-1.6,1286.8,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265393_at,11,11,300.4,P,0.000244,11,-0.2,-0.9,300.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265394_at,11,11,174.2,P,0.001221,11,-1,-1.4,174.2,D,0.999654,,,,,,,,,,,,,,,,,,,,,,,,
265395_at,11,11,454.7,P,0.00415,11,1.4,1.1,454.7,I,0.000052,,,,,,,,,,,,,,,,,,,,,,,,
265396_at,11,11,97.1,A,0.366211,11,4,3,97.1,NC,0.153232,,,,,,,,,,,,,,,,,,,,,,,,
265397_at,11,11,5.8,A,0.828613,11,-0.4,-2,5.8,NC,0.570859,,,,,,,,,,,,,,,,,,,,,,,,
265398_at,11,11,302.5,P,0.030273,11,-0.8,-1.3,302.5,D,0.999611,,,,,,,,,,,,,,,,,,,,,,,,
265399_at,11,11,129.9,A,0.19458,11,1,-0.3,129.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265400_at,11,11,103.3,A,0.246094,11,2.5,0.7,103.3,NC,0.48058,,,,,,,,,,,,,,,,,,,,,,,,
265401_at,11,11,48.4,A,0.219482,11,0.9,-0.3,48.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265402_at,11,11,1202.2,P,0.000244,11,0.6,0,1202.2,I,0.003041,,,,,,,,,,,,,,,,,,,,,,,,
265403_at,11,11,136.8,A,0.27417,11,0.3,-0.1,136.8,NC,0.145682,,,,,,,,,,,,,,,,,,,,,,,,
265404_at,11,11,3.8,A,0.828613,11,-2.6,-4.1,3.8,D,0.996959,,,,,,,,,,,,,,,,,,,,,,,,
265405_at,11,11,19.5,A,0.601074,11,-2.9,-4.3,19.5,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265406_at,11,11,3.1,A,0.601074,11,-0.4,-1.4,3.1,NC,0.777251,,,,,,,,,,,,,,,,,,,,,,,,
265407_at,11,11,92.2,A,0.246094,11,1.3,0.1,92.2,NC,0.354442,,,,,,,,,,,,,,,,,,,,,,,,
265408_at,11,11,3.6,A,0.828613,11,0,-2.4,3.6,NC,0.645558,,,,,,,,,,,,,,,,,,,,,,,,
265409_at,8,8,1.4,A,0.826172,8,0,-0.7,1.4,NC,0.581931,,,,,,,,,,,,,,,,,,,,,,,,
265410_at,11,11,2.9,A,0.696289,11,0.9,-2,2.9,NC,0.48058,,,,,,,,,,,,,,,,,,,,,,,,
265411_at,11,11,5524.7,P,0.000244,11,-0.1,-0.6,5524.7,NC,0.596188,,,,,,,,,,,,,,,,,,,,,,,,
265412_at,11,11,1152,P,0.000244,11,0.3,-0.3,1152,NC,0.39129,,,,,,,,,,,,,,,,,,,,,,,,
265413_s_at,11,11,365.3,P,0.000244,11,0.1,-0.4,365.3,NC,0.416433,,,,,,,,,,,,,,,,,,,,,,,,
265414_at,11,11,1035.1,P,0.000732,11,2.7,1.8,1035.1,I,0.00003,,,,,,,,,,,,,,,,,,,,,,,,
265380_at,11,11,51.4,A,0.219482,11,0,-1,51.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265381_at,11,11,10.5,A,0.888428,11,-0.1,-0.5,10.5,NC,0.692594,,,,,,,,,,,,,,,,,,,,,,,,
265382_at,11,11,126.5,A,0.366211,11,0.5,0.2,126.5,NC,0.242585,,,,,,,,,,,,,,,,,,,,,,,,
265383_at,11,11,10.1,A,0.753906,11,-3.2,-4.8,10.1,D,0.99996,,,,,,,,,,,,,,,,,,,,,,,,
265352_at,11,11,3892.1,P,0.000244,11,0.2,-0.3,3892.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265353_at,11,11,409.8,P,0.005859,11,-0.1,-0.9,409.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265354_at,11,11,565.7,P,0.000244,11,2,1.7,565.7,I,0.000027,,,,,,,,,,,,,,,,,,,,,,,,
265355_at,11,11,33.4,A,0.432373,11,-1,-2.2,33.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265356_at,11,11,373.3,P,0.000732,11,1.5,1.1,373.3,I,0.000068,,,,,,,,,,,,,,,,,,,,,,,,
265357_at,11,11,417.4,P,0.000244,11,-1,-1.4,417.4,D,0.999833,,,,,,,,,,,,,,,,,,,,,,,,
265358_at,11,11,1211.5,P,0.000244,11,0.5,0,1211.5,NC,0.021224,,,,,,,,,,,,,,,,,,,,,,,,
265359_at,11,11,127.6,P,0.001953,11,1.3,0.6,127.6,NC,0.01421,,,,,,,,,,,,,,,,,,,,,,,,
265360_s_at,11,11,11.4,A,0.80542,11,-1.6,-2.6,11.4,NC,0.747149,,,,,,,,,,,,,,,,,,,,,,,,
265361_at,11,11,39.8,A,0.246094,11,-0.5,-1.8,39.8,NC,0.532344,,,,,,,,,,,,,,,,,,,,,,,,
265362_at,11,11,3.7,A,0.932373,11,-0.4,-1.8,3.7,NC,0.875448,,,,,,,,,,,,,,,,,,,,,,,,
265363_at,11,11,38.8,A,0.5,11,0.2,-1.3,38.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265364_at,11,11,29.5,A,0.466064,11,2.3,0.3,29.5,NC,0.222749,,,,,,,,,,,,,,,,,,,,,,,,
265365_at,11,11,0.4,A,0.962402,11,0.3,-1.3,0.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265366_at,11,11,106.8,A,0.246094,11,-0.2,-0.4,106.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265367_at,11,11,3,A,0.953857,11,-0.1,-1,3,NC,0.875448,,,,,,,,,,,,,,,,,,,,,,,,
265368_at,11,11,12.1,A,0.398926,11,-0.4,-2.8,12.1,NC,0.354442,,,,,,,,,,,,,,,,,,,,,,,,
265369_s_at,11,11,6.2,A,0.919434,11,-2,-3.8,6.2,NC,0.757415,,,,,,,,,,,,,,,,,,,,,,,,
265370_s_at,11,11,22.8,A,0.432373,11,-1.9,-3,22.8,NC,0.980376,,,,,,,,,,,,,,,,,,,,,,,,
265371_at,11,11,1.3,A,0.919434,11,0.6,-0.2,1.3,NC,0.263341,,,,,,,,,,,,,,,,,,,,,,,,
265372_at,11,11,6.7,A,0.696289,11,-2.2,-4.1,6.7,NC,0.977068,,,,,,,,,,,,,,,,,,,,,,,,
265373_at,11,11,636.2,P,0.000244,11,1.4,0.9,636.2,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265374_at,11,11,1473.8,P,0.000244,11,-2.1,-2.4,1473.8,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265375_at,11,11,2610.9,P,0.000244,11,0.1,-0.1,2610.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265376_at,11,11,383.9,P,0.005859,11,1.1,0.5,383.9,I,0.00006,,,,,,,,,,,,,,,,,,,,,,,,
265377_at,11,11,304.5,M,0.056152,11,-0.7,-1,304.5,D,0.999759,,,,,,,,,,,,,,,,,,,,,,,,
265378_at,11,11,72.7,A,0.111572,11,0.6,0.1,72.7,NC,0.026698,,,,,,,,,,,,,,,,,,,,,,,,
265379_at,11,11,6.2,A,0.366211,11,-1.7,-4,6.2,NC,0.161038,,,,,,,,,,,,,,,,,,,,,,,,
265320_at,11,11,34.4,A,0.303711,11,-0.1,-0.5,34.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265321_at,11,11,671.9,P,0.001221,11,-1,-1.7,671.9,D,0.999932,,,,,,,,,,,,,,,,,,,,,,,,
265322_at,11,11,62.5,P,0.008057,11,0.3,-0.9,62.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265323_at,11,11,13.1,A,0.753906,11,0.2,-0.5,13.1,NC,0.252851,,,,,,,,,,,,,,,,,,,,,,,,
265324_at,11,11,839.3,P,0.000732,11,-0.3,-1.1,839.3,NC,0.777251,,,,,,,,,,,,,,,,,,,,,,,,
265325_at,11,11,618.1,P,0.005859,11,-0.1,-0.7,618.1,NC,0.975245,,,,,,,,,,,,,,,,,,,,,,,,
265326_at,11,11,163.6,P,0.023926,11,1,0.6,163.6,NC,0.00712,,,,,,,,,,,,,,,,,,,,,,,,
265327_at,11,11,10.8,A,0.601074,11,0.1,-0.6,10.8,NC,0.633407,,,,,,,,,,,,,,,,,,,,,,,,
265328_at,11,11,37.7,A,0.149658,11,2.6,1,37.7,NC,0.030967,,,,,,,,,,,,,,,,,,,,,,,,
265329_at,11,11,3.7,A,0.753906,11,-0.2,-0.5,3.7,NC,0.715033,,,,,,,,,,,,,,,,,,,,,,,,
265330_at,11,11,3501.4,P,0.000244,11,-0.5,-1,3501.4,NC,0.805199,,,,,,,,,,,,,,,,,,,,,,,,
265331_at,11,11,44.9,A,0.19458,11,-1.1,-2.8,44.9,NC,0.983269,,,,,,,,,,,,,,,,,,,,,,,,
265332_at,11,11,243.1,P,0.018555,11,0,-0.9,243.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265333_at,11,11,252.6,P,0.00415,11,2.4,1.8,252.6,I,0.000068,,,,,,,,,,,,,,,,,,,,,,,,
265334_at,11,11,79.4,A,0.171387,11,-0.1,-1.1,79.4,NC,0.747149,,,,,,,,,,,,,,,,,,,,,,,,
265335_at,11,11,74.4,A,0.27417,11,-0.9,-1.7,74.4,D,0.999226,,,,,,,,,,,,,,,,,,,,,,,,
265336_at,11,11,297.2,P,0.000244,11,-0.8,-1,297.2,D,0.999654,,,,,,,,,,,,,,,,,,,,,,,,
265337_at,11,11,292.4,P,0.000732,11,-1.2,-2.1,292.4,D,0.999382,,,,,,,,,,,,,,,,,,,,,,,,
265338_at,11,11,91,A,0.111572,11,-1.7,-2.3,91,D,0.999562,,,,,,,,,,,,,,,,,,,,,,,,
265339_at,11,11,83.6,A,0.533936,11,-1.1,-2,83.6,NC,0.900148,,,,,,,,,,,,,,,,,,,,,,,,
265340_at,11,11,478.1,P,0.000244,11,1,0.5,478.1,I,0.000114,,,,,,,,,,,,,,,,,,,,,,,,
265341_at,11,11,76,A,0.27417,11,0.1,-0.6,76,NC,0.138386,,,,,,,,,,,,,,,,,,,,,,,,
265342_at,11,11,7.4,A,0.953857,11,-0.4,-1.5,7.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265343_at,11,11,115.8,A,0.219482,11,-0.9,-1.3,115.8,D,0.999448,,,,,,,,,,,,,,,,,,,,,,,,
265344_at,11,11,476.4,P,0.000732,11,-1.4,-1.6,476.4,D,0.999853,,,,,,,,,,,,,,,,,,,,,,,,
265345_at,11,11,313.8,P,0.005859,11,2.6,1.5,313.8,I,0.000147,,,,,,,,,,,,,,,,,,,,,,,,
265346_at,11,11,10.3,A,0.753906,11,-0.4,-1,10.3,NC,0.786812,,,,,,,,,,,,,,,,,,,,,,,,
265347_at,11,11,300,P,0.001953,11,0.1,-0.6,300,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265348_at,11,11,90,A,0.149658,11,-1,-2.6,90,NC,0.993497,,,,,,,,,,,,,,,,,,,,,,,,
265349_at,11,11,67.9,A,0.171387,11,3.5,1.4,67.9,NC,0.099852,,,,,,,,,,,,,,,,,,,,,,,,
265350_at,11,11,24,A,0.567627,11,1.6,-0.7,24,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265351_at,11,11,32.5,A,0.432373,11,-0.6,-1.8,32.5,NC,0.925732,,,,,,,,,,,,,,,,,,,,,,,,
265317_at,11,11,213.4,P,0.018555,11,-0.8,-1.1,213.4,D,0.999226,,,,,,,,,,,,,,,,,,,,,,,,
265318_at,11,11,136.5,A,0.303711,11,-0.8,-1.4,136.5,NC,0.925732,,,,,,,,,,,,,,,,,,,,,,,,
265319_at,11,11,1333.7,P,0.000244,11,-2.5,-3,1333.7,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265289_at,11,11,988.3,P,0.000244,11,1.2,0.8,988.3,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265290_at,11,11,81.2,A,0.149658,11,0.8,-0.1,81.2,NC,0.083826,,,,,,,,,,,,,,,,,,,,,,,,
265291_at,11,11,805.7,P,0.000244,11,1.2,0.8,805.7,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265292_s_at,11,11,22.9,A,0.27417,11,0,-0.9,22.9,NC,0.131343,,,,,,,,,,,,,,,,,,,,,,,,
265293_at,11,11,18.2,A,0.696289,11,-1.9,-3.4,18.2,NC,0.633407,,,,,,,,,,,,,,,,,,,,,,,,
265294_at,11,11,85.6,A,0.149658,11,3.4,1.5,85.6,NC,0.105663,,,,,,,,,,,,,,,,,,,,,,,,
265295_at,11,11,237.7,P,0.000244,11,-1.1,-1.8,237.7,D,0.99751,,,,,,,,,,,,,,,,,,,,,,,,
265296_at,11,11,57.2,A,0.334473,11,-1.6,-2.3,57.2,D,0.996645,,,,,,,,,,,,,,,,,,,,,,,,
265297_at,11,11,344.1,P,0.001953,11,0.5,-0.3,344.1,NC,0.016731,,,,,,,,,,,,,,,,,,,,,,,,
265298_s_at,11,11,7.5,A,0.665527,11,-0.7,-3.4,7.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265299_at,11,11,219.4,P,0.001221,11,0,-1.3,219.4,NC,0.033304,,,,,,,,,,,,,,,,,,,,,,,,
265300_at,11,11,16.2,A,0.567627,11,-2.4,-3.6,16.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265301_s_at,11,11,1320.9,P,0.000244,11,3.8,3,1320.9,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265302_at,11,11,231.8,P,0.037598,11,0,-0.5,231.8,NC,0.403812,,,,,,,,,,,,,,,,,,,,,,,,
265303_at,11,11,6.6,A,0.753906,11,-0.4,-1.7,6.6,NC,0.454766,,,,,,,,,,,,,,,,,,,,,,,,
265304_at,11,11,29,A,0.27417,11,0.3,-1.2,29,NC,0.145682,,,,,,,,,,,,,,,,,,,,,,,,
265305_at,11,11,125.4,P,0.00415,11,-0.8,-1.4,125.4,NC,0.830902,,,,,,,,,,,,,,,,,,,,,,,,
265306_at,11,11,924.4,P,0.00293,11,2.1,1.4,924.4,I,0.000023,,,,,,,,,,,,,,,,,,,,,,,,
265307_at,11,11,549.3,P,0.00415,11,0.6,-0.1,549.3,NC,0.153232,,,,,,,,,,,,,,,,,,,,,,,,
265308_at,11,11,435.6,P,0.046143,11,0.5,0.1,435.6,NC,0.021224,,,,,,,,,,,,,,,,,,,,,,,,
265309_at,11,11,94.1,P,0.018555,11,-0.6,-0.7,94.1,D,0.999562,,,,,,,,,,,,,,,,,,,,,,,,
265310_at,11,11,929.1,P,0.000732,11,0.4,-0.3,929.1,NC,0.054022,,,,,,,,,,,,,,,,,,,,,,,,
265311_at,11,11,141.9,A,0.246094,11,0.1,-0.4,141.9,NC,0.39129,,,,,,,,,,,,,,,,,,,,,,,,
265312_at,11,11,93.3,P,0.008057,11,-0.7,-1.4,93.3,NC,0.911062,,,,,,,,,,,,,,,,,,,,,,,,
265313_at,11,11,89.5,A,0.366211,11,0.2,-0.6,89.5,NC,0.703911,,,,,,,,,,,,,,,,,,,,,,,,
265314_at,11,11,73.6,A,0.366211,11,-0.8,-1.8,73.6,NC,0.213188,,,,,,,,,,,,,,,,,,,,,,,,
265315_at,11,11,216.9,A,0.171387,11,1,0.6,216.9,NC,0.047264,,,,,,,,,,,,,,,,,,,,,,,,
265316_at,11,11,186.8,P,0.000244,11,0.6,-0.2,186.8,NC,0.007788,,,,,,,,,,,,,,,,,,,,,,,,
265282_at,11,11,132.7,A,0.149658,11,0.7,0.4,132.7,NC,0.078937,,,,,,,,,,,,,,,,,,,,,,,,
265283_at,11,11,878.5,P,0.000244,11,1.7,1.5,878.5,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265284_at,11,11,1381.4,P,0.000244,11,-0.5,-0.8,1381.4,NC,0.952736,,,,,,,,,,,,,,,,,,,,,,,,
265285_at,11,11,577.1,P,0.00415,11,0.4,-0.2,577.1,NC,0.083826,,,,,,,,,,,,,,,,,,,,,,,,
265286_at,11,11,1295.1,P,0.000244,11,-0.9,-1.4,1295.1,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265287_at,11,11,789,P,0.000244,11,-1.8,-2.3,789,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265288_at,11,11,267.3,P,0.018555,11,-1.3,-1.7,267.3,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265257_at,11,11,2378.4,P,0.000244,11,-0.7,-1.1,2378.4,D,0.999977,,,,,,,,,,,,,,,,,,,,,,,,
265258_at,11,11,772.7,P,0.000244,11,0.7,0.1,772.7,NC,0.015426,,,,,,,,,,,,,,,,,,,,,,,,
265259_at,11,11,585,P,0.000244,11,0.3,-0.2,585,NC,0.252851,,,,,,,,,,,,,,,,,,,,,,,,
265260_at,11,11,301.1,P,0.000244,11,2.5,1.2,301.1,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265261_at,11,11,125.4,P,0.023926,11,0.8,-0.3,125.4,NC,0.242585,,,,,,,,,,,,,,,,,,,,,,,,
265262_at,11,11,9.1,A,0.334473,11,-1.5,-3.9,9.1,NC,0.177412,,,,,,,,,,,,,,,,,,,,,,,,
265263_at,11,11,78.6,A,0.171387,11,2.5,1.8,78.6,I,0.002032,,,,,,,,,,,,,,,,,,,,,,,,
265264_at,11,11,54.2,A,0.334473,11,2.9,1.6,54.2,NC,0.033304,,,,,,,,,,,,,,,,,,,,,,,,
265265_at,11,11,101.5,P,0.046143,11,0.9,-0.4,101.5,NC,0.007788,,,,,,,,,,,,,,,,,,,,,,,,
265266_at,11,11,296.4,P,0.01416,11,-1.5,-2.7,296.4,D,0.999308,,,,,,,,,,,,,,,,,,,,,,,,
265267_at,11,11,198.8,A,0.080566,11,1.2,0.5,198.8,I,0.00225,,,,,,,,,,,,,,,,,,,,,,,,
265268_at,11,11,141.9,A,0.111572,11,1.6,0.5,141.9,NC,0.047264,,,,,,,,,,,,,,,,,,,,,,,,
265269_at,11,11,537.1,P,0.00293,11,1.3,0.4,537.1,I,0.000046,,,,,,,,,,,,,,,,,,,,,,,,
265270_at,11,11,567.4,P,0.000244,11,-1.1,-1.4,567.4,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265271_at,11,11,207,P,0.030273,11,-0.1,-0.8,207,NC,0.403812,,,,,,,,,,,,,,,,,,,,,,,,
265272_at,11,11,684.6,P,0.001953,11,-0.2,-1,684.6,NC,0.942324,,,,,,,,,,,,,,,,,,,,,,,,
265273_at,11,11,581.5,P,0.00293,11,-0.5,-0.9,581.5,NC,0.99288,,,,,,,,,,,,,,,,,,,,,,,,
265274_at,11,11,151.1,P,0.001953,11,-0.2,-0.8,151.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265275_at,11,11,11.8,A,0.696289,11,-1.5,-2.5,11.8,NC,0.747149,,,,,,,,,,,,,,,,,,,,,,,,
265276_at,11,11,1321.3,P,0.000244,11,3.4,3,1321.3,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
265277_at,11,11,583.2,P,0.000244,11,-3.4,-3.9,583.2,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265278_at,11,11,275.5,M,0.056152,11,0.6,-0.2,275.5,NC,0.033304,,,,,,,,,,,,,,,,,,,,,,,,
265279_at,11,11,186.7,P,0.001953,11,0.8,0.4,186.7,I,0.00013,,,,,,,,,,,,,,,,,,,,,,,,
265280_at,11,11,14.2,A,0.665527,11,-2,-3.8,14.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265281_at,11,11,989.6,P,0.000244,11,-0.9,-1.2,989.6,NC,0.993497,,,,,,,,,,,,,,,,,,,,,,,,
265254_at,11,11,399.3,P,0.005859,11,0.2,-0.4,399.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265255_at,11,11,424,P,0.000244,11,-0.4,-1,424,NC,0.814019,,,,,,,,,,,,,,,,,,,,,,,,
265256_at,11,11,331.1,P,0.00415,11,-1.2,-1.5,331.1,D,0.999508,,,,,,,,,,,,,,,,,,,,,,,,
265226_at,11,11,532.8,P,0.000244,11,-0.9,-1.3,532.8,D,0.997968,,,,,,,,,,,,,,,,,,,,,,,,
265227_s_at,11,11,479.1,P,0.001221,11,-0.1,-0.6,479.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265228_s_at,11,11,3104.2,P,0.000244,11,-1.8,-2.2,3104.2,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265229_s_at,11,11,146.5,A,0.067627,11,-0.5,-0.9,146.5,D,0.999693,,,,,,,,,,,,,,,,,,,,,,,,
265230_s_at,11,11,801.3,P,0.000732,11,-2,-2.6,801.3,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265231_s_at,11,11,37.9,A,0.19458,11,-0.8,-2,37.9,NC,0.875448,,,,,,,,,,,,,,,,,,,,,,,,
265232_s_at,11,11,522.9,P,0.00415,11,-1.1,-2.1,522.9,D,0.999886,,,,,,,,,,,,,,,,,,,,,,,,
265233_s_at,11,11,420.2,P,0.01416,11,-0.7,-1.2,420.2,D,0.999382,,,,,,,,,,,,,,,,,,,,,,,,
265234_at,11,11,63.1,A,0.27417,11,-1.6,-3,63.1,D,0.999382,,,,,,,,,,,,,,,,,,,,,,,,
265235_s_at,11,11,253.9,P,0.000244,11,-3.2,-4.2,253.9,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265236_s_at,11,11,69.4,A,0.27417,11,1.9,-0.2,69.4,NC,0.354442,,,,,,,,,,,,,,,,,,,,,,,,
265237_s_at,11,11,76.2,A,0.19458,11,-1.4,-2.2,76.2,D,0.999911,,,,,,,,,,,,,,,,,,,,,,,,
265238_s_at,11,11,185.1,P,0.001953,11,-1.6,-2.4,185.1,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265239_s_at,11,11,9.2,A,0.696289,11,-3.5,-5.5,9.2,NC,0.989865,,,,,,,,,,,,,,,,,,,,,,,,
265240_s_at,11,11,108.6,A,0.432373,11,0,-1,108.6,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
265241_at,11,11,10.7,A,0.466064,11,-2.5,-4.5,10.7,NC,0.881991,,,,,,,,,,,,,,,,,,,,,,,,
265242_at,11,11,162.4,P,0.005859,11,-1.7,-2.4,162.4,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
265243_at,11,11,474.4,P,0.000244,11,1.2,1.1,474.4,I,0.000027,,,,,,,,,,,,,,,,,,,,,,,,
265244_at,11,11,2988.6,P,0.000732,11,1.9,1.5,2988.6,I,0.000027,,,,,,,,,,,,,,,,,,,,,,,,
265245_at,11,11,108.1,A,0.149658,11,2.5,1.3,108.1,I,0.000088,,,,,,,,,,,,,,,,,,,,,,,,
265246_at,11,11,67.8,A,0.398926,11,2.7,0.2,67.8,NC,0.274048,,,,,,,,,,,,,,,,,,,,,,,,
265247_at,11,11,281.1,P,0.000244,11,-2.9,-3.7,281.1,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
