Probe Set Name,Stat Pairs,Stat Pairs Used,Avg Diff,Detection,Detection p-value,Stat Common Pairs,Signal Log Ratio,Signal Log Ratio Low,Avg Diff,Change,Change p-value,Positive,Negative,Pairs,Pairs Used,Pairs InAvg,Pos Fraction,Log Avg,Pos/Neg,Avg Diff,Abs Call,Inc,Dec,Inc Ratio,Dec Ratio,Pos Change,Neg Change,Inc/Dec,DPos-DNeg Ratio,Log Avg Ratio Change,Diff Call,Avg Diff Change,B=A,Fold Change,Sort Score
247575_at,11,11,414.7,A,0.080566,11,-0.2,-0.6,414.7,NC,0.868657,,,,,,,,,,,,,,,,,,,,,,,,
247576_at,11,11,5.8,A,0.72583,11,-1,-2.5,5.8,NC,0.838962,,,,,,,,,,,,,,,,,,,,,,,,
247577_at,11,11,35.8,A,0.366211,11,0.6,-0.1,35.8,NC,0.330589,,,,,,,,,,,,,,,,,,,,,,,,
247578_at,11,11,20.2,A,0.366211,11,-0.3,-0.8,20.2,NC,0.222749,,,,,,,,,,,,,,,,,,,,,,,,
247579_at,11,11,30.5,A,0.149658,11,0,-1.4,30.5,NC,0.242585,,,,,,,,,,,,,,,,,,,,,,,,
247580_at,11,11,268.8,P,0.037598,11,-2.4,-2.9,268.8,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247581_at,11,11,1.7,A,0.567627,11,-3.6,-6,1.7,NC,0.274048,,,,,,,,,,,,,,,,,,,,,,,,
247547_at,11,11,143.5,P,0.00293,11,0.8,0,143.5,MI,0.005409,,,,,,,,,,,,,,,,,,,,,,,,
247548_at,11,11,54.6,A,0.567627,11,2.3,1.3,54.6,NC,0.019624,,,,,,,,,,,,,,,,,,,,,,,,
247549_at,11,11,40.3,A,0.696289,11,-2.1,-3,40.3,D,0.999759,,,,,,,,,,,,,,,,,,,,,,,,
247550_at,11,11,164.7,P,0.018555,11,0.5,-0.2,164.7,NC,0.024755,,,,,,,,,,,,,,,,,,,,,,,,
247519_at,11,11,120.5,A,0.111572,11,0.2,-0.2,120.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247520_at,11,11,331.2,P,0.023926,11,-0.5,-1.1,331.2,NC,0.984574,,,,,,,,,,,,,,,,,,,,,,,,
247521_at,11,11,557.6,P,0.00415,11,-0.1,-0.8,557.6,NC,0.583567,,,,,,,,,,,,,,,,,,,,,,,,
247522_at,11,11,58.9,A,0.219482,11,2,0.6,58.9,NC,0.342437,,,,,,,,,,,,,,,,,,,,,,,,
247523_at,11,11,1443.2,P,0.000244,11,-2.2,-2.6,1443.2,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247524_at,11,11,225.4,P,0.005859,11,1.4,0.6,225.4,I,0.000088,,,,,,,,,,,,,,,,,,,,,,,,
247525_at,11,11,1045.9,P,0.000244,11,1.5,1.3,1045.9,I,0.000023,,,,,,,,,,,,,,,,,,,,,,,,
247526_at,11,11,33.2,A,0.303711,11,0.2,-1.1,33.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247527_at,11,11,23.9,A,0.567627,11,0.5,-0.1,23.9,NC,0.342437,,,,,,,,,,,,,,,,,,,,,,,,
247528_at,11,11,12.8,A,0.80542,11,0.5,-0.9,12.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247529_at,11,11,211,A,0.219482,11,-0.2,-0.9,211,NC,0.203871,,,,,,,,,,,,,,,,,,,,,,,,
247530_at,11,11,132.4,A,0.149658,11,-0.8,-1.8,132.4,NC,0.934434,,,,,,,,,,,,,,,,,,,,,,,,
247531_at,11,11,7,A,0.601074,11,-2.9,-5,7,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247532_at,11,11,3550.7,P,0.000244,11,2.8,2.4,3550.7,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247533_at,11,11,98.8,A,0.334473,11,3.2,1.5,98.8,NC,0.065566,,,,,,,,,,,,,,,,,,,,,,,,
247534_at,11,11,543.8,P,0.000244,11,-1,-1.4,543.8,D,0.999932,,,,,,,,,,,,,,,,,,,,,,,,
247535_at,11,11,102.5,A,0.219482,11,2.3,0.6,102.5,NC,0.441923,,,,,,,,,,,,,,,,,,,,,,,,
247536_at,11,11,5.7,A,0.696289,11,-1.2,-2.9,5.7,NC,0.814019,,,,,,,,,,,,,,,,,,,,,,,,
247537_s_at,11,11,86.5,A,0.095215,11,0.3,-1.2,86.5,NC,0.747149,,,,,,,,,,,,,,,,,,,,,,,,
247538_at,11,11,86.6,P,0.008057,11,1.5,0.3,86.6,NC,0.088938,,,,,,,,,,,,,,,,,,,,,,,,
247539_at,11,11,3.5,A,0.870361,11,0.5,-0.2,3.5,NC,0.054022,,,,,,,,,,,,,,,,,,,,,,,,
247540_at,11,11,373.9,P,0.00415,11,0.9,0.3,373.9,I,0.003699,,,,,,,,,,,,,,,,,,,,,,,,
247541_at,11,11,313.3,A,0.067627,11,0.6,-0.1,313.3,NC,0.39129,,,,,,,,,,,,,,,,,,,,,,,,
247542_at,11,11,1356.9,P,0.000732,11,-1,-1.4,1356.9,D,0.99996,,,,,,,,,,,,,,,,,,,,,,,,
247543_at,11,11,158.6,P,0.030273,11,1,0.5,158.6,I,0.004481,,,,,,,,,,,,,,,,,,,,,,,,
247544_at,11,11,1161.6,P,0.000732,11,-1.2,-1.8,1161.6,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247545_at,11,11,3137.3,P,0.000244,11,1.3,0.7,3137.3,I,0.00003,,,,,,,,,,,,,,,,,,,,,,,,
247546_at,11,11,57.1,A,0.366211,11,0.1,-0.7,57.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247512_at,11,11,4.1,A,0.962402,11,1.1,0.4,4.1,NC,0.318909,,,,,,,,,,,,,,,,,,,,,,,,
247513_at,11,11,954.2,P,0.000244,11,-0.1,-0.5,954.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247514_at,11,11,342.2,P,0.000732,11,-1.3,-2,342.2,D,0.999448,,,,,,,,,,,,,,,,,,,,,,,,
247515_at,11,11,41,A,0.27417,11,-0.6,-2.1,41,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247516_at,11,11,30,A,0.533936,11,0.9,-0.7,30,NC,0.263341,,,,,,,,,,,,,,,,,,,,,,,,
247517_at,11,11,1466.4,P,0.000244,11,1.4,0.9,1466.4,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247518_at,11,11,22.2,A,0.601074,11,0.6,-0.8,22.2,NC,0.37888,,,,,,,,,,,,,,,,,,,,,,,,
247488_at,11,11,18430.1,P,0.000244,11,2.2,1.7,18430.1,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247489_at,11,11,300.9,P,0.00415,11,-0.8,-0.9,300.9,NC,0.949447,,,,,,,,,,,,,,,,,,,,,,,,
247490_at,11,11,9.5,A,0.5,11,0.3,-1.4,9.5,NC,0.242585,,,,,,,,,,,,,,,,,,,,,,,,
247491_at,11,11,593.6,P,0.000244,11,1.3,0.3,593.6,I,0.000078,,,,,,,,,,,,,,,,,,,,,,,,
247492_at,11,11,208.7,A,0.067627,11,1.2,-0.4,208.7,NC,0.019624,,,,,,,,,,,,,,,,,,,,,,,,
247493_at,11,11,741.9,P,0.000732,11,0,-0.6,741.9,NC,0.633407,,,,,,,,,,,,,,,,,,,,,,,,
247494_at,11,11,584.5,P,0.000244,11,-0.8,-1.4,584.5,D,0.999932,,,,,,,,,,,,,,,,,,,,,,,,
247495_at,11,11,281.7,P,0.000244,11,1.2,0,281.7,MI,0.004925,,,,,,,,,,,,,,,,,,,,,,,,
247496_at,11,11,545.9,P,0.000244,11,0,-0.6,545.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247497_at,11,11,307.7,P,0.000732,11,0.9,0.3,307.7,NC,0.012024,,,,,,,,,,,,,,,,,,,,,,,,
247498_at,11,11,1445,P,0.000244,11,1.4,0.8,1445,I,0.00003,,,,,,,,,,,,,,,,,,,,,,,,
247499_at,11,11,108.5,P,0.010742,11,0.2,-0.4,108.5,NC,0.006503,,,,,,,,,,,,,,,,,,,,,,,,
247500_at,11,11,628.1,P,0.000244,11,1.5,0.9,628.1,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247501_at,11,11,151,P,0.030273,11,0.3,-0.6,151,NC,0.124552,,,,,,,,,,,,,,,,,,,,,,,,
247502_at,11,11,9.1,A,0.601074,11,-3,-4.7,9.1,NC,0.988955,,,,,,,,,,,,,,,,,,,,,,,,
247503_at,11,11,57.9,P,0.000244,11,-1.3,-2.5,57.9,NC,0.838962,,,,,,,,,,,,,,,,,,,,,,,,
247504_at,11,11,58.2,A,0.303711,11,-1.4,-2.4,58.2,NC,0.868657,,,,,,,,,,,,,,,,,,,,,,,,
247505_at,11,11,611.3,P,0.000244,11,0.2,-0.6,611.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247506_at,11,11,2562,P,0.000244,11,0.6,-0.1,2562,NC,0.038415,,,,,,,,,,,,,,,,,,,,,,,,
247507_at,11,11,167.5,A,0.067627,11,0.4,-0.2,167.5,NC,0.099852,,,,,,,,,,,,,,,,,,,,,,,,
247508_at,11,11,948,P,0.000244,11,0.7,0.3,948,I,0.000492,,,,,,,,,,,,,,,,,,,,,,,,
247509_at,11,11,1166.9,P,0.001221,11,3,2.2,1166.9,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247510_at,11,11,208.5,P,0.037598,11,0.5,-0.6,208.5,I,0.004073,,,,,,,,,,,,,,,,,,,,,,,,
247511_at,11,11,53.7,A,0.19458,11,-0.4,-1.1,53.7,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247484_at,11,11,12.1,A,0.432373,11,3,1,12.1,NC,0.050553,,,,,,,,,,,,,,,,,,,,,,,,
247485_at,11,11,1.8,A,0.753906,11,0,-1.2,1.8,NC,0.645558,,,,,,,,,,,,,,,,,,,,,,,,
247486_at,11,11,47,A,0.398926,11,-2.5,-3.4,47,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247487_at,11,11,239.8,P,0.030273,11,1.7,1.2,239.8,I,0.000307,,,,,,,,,,,,,,,,,,,,,,,,
247456_at,11,11,55.5,A,0.149658,11,-0.7,-2.3,55.5,NC,0.105663,,,,,,,,,,,,,,,,,,,,,,,,
247457_at,11,11,95.2,A,0.303711,11,0.2,-0.7,95.2,NC,0.330589,,,,,,,,,,,,,,,,,,,,,,,,
247458_at,11,11,186.2,A,0.219482,11,2.8,1.5,186.2,NC,0.010135,,,,,,,,,,,,,,,,,,,,,,,,
247459_at,11,11,1969.8,P,0.000244,11,-0.8,-1,1969.8,D,0.999811,,,,,,,,,,,,,,,,,,,,,,,,
247460_at,11,11,1112.9,P,0.000244,11,-0.5,-1,1112.9,NC,0.980376,,,,,,,,,,,,,,,,,,,,,,,,
247461_at,11,11,124.3,P,0.010742,11,-3.3,-4.1,124.3,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247462_at,11,11,48.1,A,0.366211,11,-1.2,-2.5,48.1,NC,0.633407,,,,,,,,,,,,,,,,,,,,,,,,
247463_at,11,11,12.8,A,0.633789,11,-3.5,-5.4,12.8,D,0.999977,,,,,,,,,,,,,,,,,,,,,,,,
247464_at,11,11,1093.6,P,0.000244,11,3.1,1.9,1093.6,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247465_at,11,11,1522.2,P,0.000244,11,1.2,0.9,1522.2,I,0.000167,,,,,,,,,,,,,,,,,,,,,,,,
247466_at,11,11,407.3,P,0.037598,11,-1.4,-1.9,407.3,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247467_at,11,11,533,P,0.001221,11,-1.4,-1.7,533,D,0.99997,,,,,,,,,,,,,,,,,,,,,,,,
247468_at,11,11,1725.2,P,0.000244,11,-0.5,-1.2,1725.2,NC,0.971234,,,,,,,,,,,,,,,,,,,,,,,,
247469_at,11,11,77,A,0.149658,11,0.3,-0.9,77,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247470_at,11,11,406.9,P,0.000732,11,0,-0.9,406.9,NC,0.545234,,,,,,,,,,,,,,,,,,,,,,,,
247471_at,11,11,304.6,P,0.000244,11,-0.6,-1.1,304.6,D,0.999508,,,,,,,,,,,,,,,,,,,,,,,,
247472_at,11,11,2,A,0.953857,11,-0.3,-1.2,2,NC,0.757415,,,,,,,,,,,,,,,,,,,,,,,,
247473_at,11,11,272,P,0.00415,11,0.4,-0.6,272,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247474_at,11,11,7.5,A,0.991943,11,1.1,0,7.5,NC,0.296089,,,,,,,,,,,,,,,,,,,,,,,,
247475_at,11,11,36.8,A,0.149658,11,-0.3,-1.3,36.8,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247476_at,11,11,6.1,A,0.962402,11,0.2,-0.7,6.1,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247477_at,11,11,67.5,A,0.080566,11,1.2,0.4,67.5,I,0.004073,,,,,,,,,,,,,,,,,,,,,,,,
247478_at,11,11,2808.1,P,0.000244,11,1.8,1.1,2808.1,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247479_at,11,11,14.6,A,0.601074,11,-0.1,-1,14.6,NC,0.061522,,,,,,,,,,,,,,,,,,,,,,,,
247480_at,11,11,2056.4,P,0.000244,11,-0.4,-0.8,2056.4,NC,0.969033,,,,,,,,,,,,,,,,,,,,,,,,
247481_at,11,11,4.8,A,0.991943,11,0.1,-0.3,4.8,NC,0.725952,,,,,,,,,,,,,,,,,,,,,,,,
247482_at,11,11,201.3,P,0.00293,11,-0.6,-0.8,201.3,D,0.998923,,,,,,,,,,,,,,,,,,,,,,,,
247483_at,11,11,20.4,A,0.753906,11,-3.3,-5.9,20.4,NC,0.767451,,,,,,,,,,,,,,,,,,,,,,,,
247449_at,11,11,832.4,P,0.000244,11,-0.2,-0.6,832.4,NC,0.934434,,,,,,,,,,,,,,,,,,,,,,,,
247450_at,11,11,3780.3,P,0.000244,11,-0.5,-0.9,3780.3,NC,0.966696,,,,,,,,,,,,,,,,,,,,,,,,
247451_at,11,11,7.2,A,0.870361,11,-0.1,-1.2,7.2,NC,0.467656,,,,,,,,,,,,,,,,,,,,,,,,
247452_at,11,11,294.3,A,0.111572,11,-2.9,-4,294.3,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247453_at,11,11,237.5,P,0.000244,11,0.4,-0.4,237.5,NC,0.39129,,,,,,,,,,,,,,,,,,,,,,,,
247454_at,11,11,474,P,0.000732,11,1,0.5,474,I,0.003355,,,,,,,,,,,,,,,,,,,,,,,,
247455_at,11,11,410,P,0.000244,11,-1.6,-2.1,410,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247425_at,11,11,4.8,A,0.919434,11,1.5,0.8,4.8,NC,0.057676,,,,,,,,,,,,,,,,,,,,,,,,
247426_at,11,11,1353.1,P,0.005859,11,1,0.4,1353.1,I,0.000023,,,,,,,,,,,,,,,,,,,,,,,,
247427_at,11,11,2928.5,P,0.000244,11,3.6,2.6,2928.5,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247428_at,11,11,1685.6,P,0.000244,11,1.1,0.7,1685.6,I,0.00003,,,,,,,,,,,,,,,,,,,,,,,,
247429_at,11,11,2714.4,P,0.000244,11,2.9,2.3,2714.4,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247430_at,11,11,494.2,P,0.000244,11,-1.7,-2.1,494.2,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247431_at,11,11,8180.5,P,0.000244,11,3.7,2.9,8180.5,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247432_at,11,11,220,P,0.030273,11,-1.1,-1.7,220,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247433_at,11,11,3700.2,P,0.000244,11,2.2,1.7,3700.2,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247434_at,11,11,904.5,P,0.000244,11,-1.4,-2.2,904.5,D,0.999448,,,,,,,,,,,,,,,,,,,,,,,,
247435_at,11,11,366,P,0.010742,11,1.9,1.2,366,I,0.00004,,,,,,,,,,,,,,,,,,,,,,,,
247436_at,11,11,382.3,P,0.000732,11,-2.1,-2.5,382.3,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247437_at,11,11,21.5,A,0.80542,11,-2.6,-4.4,21.5,D,0.999611,,,,,,,,,,,,,,,,,,,,,,,,
247438_at,11,11,1937.7,P,0.000244,11,1.8,0.8,1937.7,I,0.000046,,,,,,,,,,,,,,,,,,,,,,,,
247439_at,11,11,148.7,P,0.000732,11,-1.9,-2.5,148.7,D,0.999833,,,,,,,,,,,,,,,,,,,,,,,,
247440_at,11,11,97.6,P,0.023926,11,0.2,-0.7,97.6,NC,0.307406,,,,,,,,,,,,,,,,,,,,,,,,
247441_at,11,11,56.6,P,0.046143,11,-0.2,-1,56.6,NC,0.558077,,,,,,,,,,,,,,,,,,,,,,,,
247442_s_at,11,11,720.3,P,0.000244,11,-2,-2.4,720.3,D,0.999932,,,,,,,,,,,,,,,,,,,,,,,,
247443_at,11,11,154.4,P,0.030273,11,-0.7,-1.9,154.4,NC,0.961585,,,,,,,,,,,,,,,,,,,,,,,,
247444_at,11,11,91.8,A,0.5,11,2.4,1.2,91.8,NC,0.022932,,,,,,,,,,,,,,,,,,,,,,,,
247445_at,11,11,1327.7,P,0.000244,11,2,1.1,1327.7,I,0.000023,,,,,,,,,,,,,,,,,,,,,,,,
247446_at,11,11,144.1,P,0.000732,11,-0.5,-0.9,144.1,NC,0.988955,,,,,,,,,,,,,,,,,,,,,,,,
247447_at,11,11,106.5,P,0.023926,11,-0.4,-1.2,106.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247448_at,11,11,253.6,M,0.056152,11,2.2,1.6,253.6,I,0.000273,,,,,,,,,,,,,,,,,,,,,,,,
247421_at,11,11,107.6,A,0.080566,11,0,-0.5,107.6,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247422_at,11,11,611.2,P,0.005859,11,-1.2,-1.8,611.2,D,0.999693,,,,,,,,,,,,,,,,,,,,,,,,
247423_at,11,11,74.5,A,0.080566,11,-0.6,-2.1,74.5,NC,0.814019,,,,,,,,,,,,,,,,,,,,,,,,
247424_at,11,11,504.1,P,0.00293,11,-2.7,-3.4,504.1,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247394_at,11,11,826.1,P,0.001953,11,0.8,0.6,826.1,I,0.000167,,,,,,,,,,,,,,,,,,,,,,,,
247395_at,11,11,1811.9,P,0.000244,11,2.4,2,1811.9,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247396_at,11,11,131.2,A,0.067627,11,-2.4,-3.1,131.2,D,0.999965,,,,,,,,,,,,,,,,,,,,,,,,
247397_at,11,11,68.5,A,0.246094,11,-0.3,-0.7,68.5,NC,0.284967,,,,,,,,,,,,,,,,,,,,,,,,
247398_at,11,11,836.7,P,0.000244,11,-1,-1.2,836.7,D,0.999922,,,,,,,,,,,,,,,,,,,,,,,,
247399_at,11,11,161.1,P,0.018555,11,-1.3,-2.2,161.1,D,0.999973,,,,,,,,,,,,,,,,,,,,,,,,
247400_at,11,11,158.2,A,0.067627,11,-1.8,-2.8,158.2,D,0.999954,,,,,,,,,,,,,,,,,,,,,,,,
247401_at,11,11,384.7,P,0.005859,11,-2.1,-2.7,384.7,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247402_at,11,11,2.2,A,0.753906,11,-0.3,-1.4,2.2,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247403_at,11,11,1693.6,P,0.001221,11,-1,-1.2,1693.6,D,0.999448,,,,,,,,,,,,,,,,,,,,,,,,
247404_at,11,11,167.1,P,0.000244,11,-0.8,-1.4,167.1,D,0.998664,,,,,,,,,,,,,,,,,,,,,,,,
247405_at,11,11,1555.3,P,0.000244,11,-1.4,-2,1555.3,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247406_at,11,11,12.7,A,0.696289,11,-2.2,-3.3,12.7,NC,0.747149,,,,,,,,,,,,,,,,,,,,,,,,
247407_at,11,11,108.2,M,0.056152,11,-1.2,-1.6,108.2,D,0.99775,,,,,,,,,,,,,,,,,,,,,,,,
247408_at,11,11,155.1,P,0.005859,11,1.1,0.5,155.1,I,0.000389,,,,,,,,,,,,,,,,,,,,,,,,
247409_at,11,11,160.5,P,0.046143,11,-0.7,-1.4,160.5,D,0.999833,,,,,,,,,,,,,,,,,,,,,,,,
247410_at,11,11,43,A,0.366211,11,0.1,-1.2,43,NC,0.669411,,,,,,,,,,,,,,,,,,,,,,,,
247411_at,11,11,279.3,P,0.037598,11,-0.5,-1.2,279.3,D,0.996959,,,,,,,,,,,,,,,,,,,,,,,,
247412_at,11,11,405.1,P,0.001221,11,1,0.1,405.1,I,0.001201,,,,,,,,,,,,,,,,,,,,,,,,
247413_at,11,11,14.1,A,0.72583,11,-0.8,-2,14.1,NC,0.454766,,,,,,,,,,,,,,,,,,,,,,,,
247414_at,11,11,1509.9,P,0.000244,11,1.9,1.4,1509.9,I,0.00003,,,,,,,,,,,,,,,,,,,,,,,,
247415_at,11,11,81.2,P,0.037598,11,-0.7,-1.5,81.2,NC,0.930187,,,,,,,,,,,,,,,,,,,,,,,,
247416_at,11,11,125.2,A,0.303711,11,1.6,0.4,125.2,NC,0.307406,,,,,,,,,,,,,,,,,,,,,,,,
247417_at,11,11,176.1,P,0.030273,11,0.6,0.1,176.1,NC,0.222749,,,,,,,,,,,,,,,,,,,,,,,,
247418_at,11,11,634.3,P,0.001953,11,-1.6,-2.3,634.3,D,0.999973,,,,,,,,,,,,,,,,,,,,,,,,
247419_at,11,11,502.1,P,0.000244,11,0.3,-0.3,502.1,NC,0.138386,,,,,,,,,,,,,,,,,,,,,,,,
247420_at,11,11,162.3,A,0.080566,11,0.4,-0.2,162.3,NC,0.038415,,,,,,,,,,,,,,,,,,,,,,,,
247393_at,11,11,2194.6,P,0.023926,11,2.9,2.1,2194.6,I,0.000214,,,,,,,,,,,,,,,,,,,,,,,,
247362_at,11,11,141.9,P,0.000732,11,1,0.4,141.9,NC,0.038415,,,,,,,,,,,,,,,,,,,,,,,,
247363_at,11,11,431.3,P,0.00415,11,0.3,-0.4,431.3,I,0.001486,,,,,,,,,,,,,,,,,,,,,,,,
247364_at,11,11,404.7,A,0.129639,11,-0.9,-1.4,404.7,D,0.998664,,,,,,,,,,,,,,,,,,,,,,,,
247365_at,11,11,252.5,P,0.000732,11,-0.2,-1.1,252.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247366_at,11,11,800.9,P,0.000244,11,0.8,0,800.9,I,0.00013,,,,,,,,,,,,,,,,,,,,,,,,
247367_at,11,11,106.7,P,0.037598,11,0.8,0.2,106.7,NC,0.203871,,,,,,,,,,,,,,,,,,,,,,,,
247368_at,11,11,2909.3,P,0.000244,11,2.6,1.7,2909.3,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247369_at,11,11,4.5,A,0.80542,11,-2.3,-4.2,4.5,NC,0.39129,,,,,,,,,,,,,,,,,,,,,,,,
247370_at,11,11,484.8,P,0.000732,11,1.3,0.9,484.8,I,0.000027,,,,,,,,,,,,,,,,,,,,,,,,
247371_at,11,11,550.3,P,0.000244,11,-0.2,-0.8,550.3,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247372_at,11,11,347.7,P,0.010742,11,0.1,-0.1,347.7,NC,0.467656,,,,,,,,,,,,,,,,,,,,,,,,
247373_at,11,11,297.5,P,0.000244,11,0,-0.2,297.5,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247374_at,11,11,603.2,P,0.046143,11,-2.1,-2.6,603.2,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247375_at,11,11,153.9,A,0.219482,11,-0.9,-1.4,153.9,D,0.999034,,,,,,,,,,,,,,,,,,,,,,,,
247376_at,11,11,422.1,P,0.000732,11,-1.4,-1.7,422.1,D,0.99997,,,,,,,,,,,,,,,,,,,,,,,,
247377_at,11,11,93.6,A,0.567627,11,-0.3,-1.4,93.6,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247378_at,11,11,689.8,P,0.000732,11,1.3,0.5,689.8,I,0.000389,,,,,,,,,,,,,,,,,,,,,,,,
247379_at,11,11,84.5,P,0.030273,11,-0.3,-1.8,84.5,NC,0.814019,,,,,,,,,,,,,,,,,,,,,,,,
247380_at,11,11,326.7,P,0.046143,11,-2,-2.7,326.7,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247381_at,11,11,17.2,A,0.80542,11,0.3,-0.3,17.2,NC,0.429141,,,,,,,,,,,,,,,,,,,,,,,,
247382_at,11,11,1107.6,P,0.000244,11,-0.7,-1.2,1107.6,D,0.995927,,,,,,,,,,,,,,,,,,,,,,,,
247383_at,11,11,107.8,A,0.246094,11,-0.5,-1.1,107.8,NC,0.981872,,,,,,,,,,,,,,,,,,,,,,,,
247384_at,11,11,5458.5,P,0.000244,11,1.4,0.8,5458.5,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247385_at,11,11,126.4,A,0.129639,11,0.4,-0.1,126.4,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247386_at,11,11,60.2,P,0.001953,11,-0.9,-1.7,60.2,D,0.998168,,,,,,,,,,,,,,,,,,,,,,,,
247387_at,11,11,232.3,P,0.023926,11,-0.9,-1.9,232.3,NC,0.930187,,,,,,,,,,,,,,,,,,,,,,,,
247388_s_at,11,11,189.8,P,0.001221,11,1.2,1,189.8,I,0.000078,,,,,,,,,,,,,,,,,,,,,,,,
247389_at,11,11,1077.3,P,0.000244,11,3.7,2.1,1077.3,I,0.00002,,,,,,,,,,,,,,,,,,,,,,,,
247390_at,11,11,338.9,P,0.023926,11,-0.3,-1,338.9,NC,0.60871,,,,,,,,,,,,,,,,,,,,,,,,
247391_at,11,11,30.6,A,0.5,11,1.2,0.3,30.6,NC,0.022932,,,,,,,,,,,,,,,,,,,,,,,,
247392_at,11,11,1404.4,P,0.000244,11,0.7,0.4,1404.4,I,0.000078,,,,,,,,,,,,,,,,,,,,,,,,
247358_at,11,11,20.9,A,0.398926,11,-2.8,-5.5,20.9,D,0.999727,,,,,,,,,,,,,,,,,,,,,,,,
247359_at,11,11,108.5,A,0.067627,11,0.3,-0.4,108.5,NC,0.145682,,,,,,,,,,,,,,,,,,,,,,,,
247360_at,11,11,151.2,P,0.023926,11,1.8,0.9,151.2,I,0.000438,,,,,,,,,,,,,,,,,,,,,,,,
247361_at,11,11,336.7,P,0.023926,11,0.4,-0.2,336.7,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247330_at,11,11,611.8,P,0.000244,11,-2.2,-2.7,611.8,D,0.99998,,,,,,,,,,,,,,,,,,,,,,,,
247331_at,11,11,164.7,P,0.023926,11,-0.5,-1.7,164.7,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247332_at,11,11,233.2,P,0.001953,11,-1.5,-1.9,233.2,D,0.99996,,,,,,,,,,,,,,,,,,,,,,,,
247333_at,11,11,5.9,A,0.919434,11,-0.5,-1.7,5.9,NC,0.5,,,,,,,,,,,,,,,,,,,,,,,,
247334_at,11,11,1193.3,P,0.000244,11,0.9,0.2,1193.3,I,0.000389,,,,,,,,,,,,,,,,,,,,,,,,
247335_at,11,11,139.2,A,0.171387,11,-1,-1.7,139.2,NC,0.966696,,,,,,,,,,,,,,,,,,,,,,,,
247336_at,11,11,818.8,P,0.000244,11,0.1,-0.5,818.8,NC,0.493524,,,,,,,,,,,,,,,,,,,,,,,,
